$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,0020002d4b34500b20393636
$VAR,SESSION_ID,516c8486d356790d8e16aa37
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-05-12T21:18:39.800Z,47.2357066,-123.1609997,4065.133,-13.42,-30.99,4.32,6.469,8.762,0.92,12
$GNSS,2024-05-12T21:18:40.000Z,47.2356823,-123.1610820,4064.359,-13.90,-30.94,4.24,6.482,8.766,0.96,12
$GNSS,2024-05-12T21:18:40.200Z,47.2356582,-123.1611635,4063.368,-13.53,-30.94,4.39,6.509,8.782,0.97,10
$GNSS,2024-05-12T21:18:40.400Z,47.2356354,-123.1612451,4062.245,-13.26,-30.90,4.57,6.540,8.793,0.85,10
$GNSS,2024-05-12T21:18:40.600Z,47.2356119,-123.1613267,4061.496,-12.82,-30.73,4.64,6.565,8.766,0.76,11
$GNSS,2024-05-12T21:18:40.800Z,47.2355852,-123.1614080,4061.201,-13.58,-31.56,4.29,6.595,8.755,0.79,11
$GNSS,2024-05-12T21:18:41.000Z,47.2355622,-123.1614909,4060.496,-13.02,-30.87,4.25,6.602,8.738,0.81,13
$GNSS,2024-05-12T21:18:41.200Z,47.2355375,-123.1615718,4060.219,-12.77,-31.09,4.01,6.602,8.727,0.76,13
$GNSS,2024-05-12T21:18:41.400Z,47.2355155,-123.1616550,4059.281,-13.08,-31.41,4.46,6.595,8.704,0.72,13
$GNSS,2024-05-12T21:18:41.600Z,47.2354923,-123.1617376,4058.651,-12.90,-31.29,4.18,6.599,8.709,0.77,13
$GNSS,2024-05-12T21:18:41.800Z,47.2354691,-123.1618201,4057.910,-13.22,-31.22,4.24,6.599,8.706,0.69,13
$GNSS,2024-05-12T21:18:42.000Z,47.2354469,-123.1619029,4056.959,-12.97,-31.01,4.31,6.615,8.714,0.77,12
$GNSS,2024-05-12T21:18:42.200Z,47.2354248,-123.1619854,4055.935,-13.05,-31.27,4.24,6.636,8.734,0.79,11
$GNSS,2024-05-12T21:18:42.400Z,47.2354027,-123.1620691,4055.058,-12.92,-31.35,4.17,6.650,8.732,0.77,12
$GNSS,2024-05-12T21:18:42.600Z,47.2353792,-123.1621518,4054.331,-13.04,-31.29,4.32,6.658,8.734,0.76,12
$GNSS,2024-05-12T21:18:42.800Z,47.2353574,-123.1622365,4053.260,-12.95,-31.59,4.46,6.657,8.732,0.76,13
$GNSS,2024-05-12T21:18:43.000Z,47.2353358,-123.1623220,4052.343,-12.90,-31.54,3.95,6.669,8.732,1.04,13
$GNSS,2024-05-12T21:18:43.200Z,47.2353142,-123.1624063,4051.288,-12.77,-31.43,4.23,6.676,8.720,0.90,13
$GNSS,2024-05-12T21:18:43.400Z,47.2352912,-123.1624896,4050.545,-12.80,-31.48,4.11,6.684,8.708,0.90,12
$GNSS,2024-05-12T21:18:43.600Z,47.2352683,-123.1625723,4049.771,-12.62,-31.45,4.10,6.693,8.703,0.93,11
$GNSS,2024-05-12T21:18:43.800Z,47.2352462,-123.1626545,4049.018,-12.69,-30.92,4.00,6.697,8.703,0.93,11
$GNSS,2024-05-12T21:18:44.000Z,47.2352231,-123.1627362,4048.382,-13.24,-30.82,3.93,6.704,8.702,0.97,11
$GNSS,2024-05-12T21:18:44.200Z,47.2351995,-123.1628189,4047.821,-13.36,-31.28,3.38,6.689,8.692,0.89,12
$GNSS,2024-05-12T21:18:44.400Z,47.2351745,-123.1628996,4047.250,-13.87,-30.94,3.50,6.662,8.677,0.83,11
$GNSS,2024-05-12T21:18:44.600Z,47.2351509,-123.1629821,4046.312,-14.37,-30.58,3.79,6.613,8.607,0.72,12
$GNSS,2024-05-12T21:18:44.800Z,47.2351269,-123.1630621,4045.334,-13.95,-30.54,4.27,6.544,8.538,0.63,13
$GNSS,2024-05-12T21:18:45.000Z,47.2351036,-123.1631401,4043.808,-15.29,-29.19,5.37,6.479,8.480,0.63,12
$GNSS,2024-05-12T21:18:45.200Z,47.2350776,-123.1632145,4042.554,-14.41,-28.67,6.39,6.415,8.392,0.59,12
$GNSS,2024-05-12T21:18:45.400Z,47.2350519,-123.1632867,4040.999,-14.68,-27.39,7.93,6.330,8.275,0.50,13
$GNSS,2024-05-12T21:18:45.600Z,47.2350282,-123.1633576,4038.893,-14.90,-25.69,8.99,6.249,8.147,0.47,13
$GNSS,2024-05-12T21:18:45.800Z,47.2350021,-123.1634242,4036.872,-15.25,-25.29,10.44,6.175,8.024,0.44,13
$GNSS,2024-05-12T21:18:46.000Z,47.2349761,-123.1634896,4034.423,-15.76,-24.27,11.42,6.111,7.907,0.41,13
$GNSS,2024-05-12T21:18:46.200Z,47.2349503,-123.1635538,4031.692,-15.90,-23.81,12.16,6.040,7.778,0.39,14
$GNSS,2024-05-12T21:18:46.400Z,47.2349238,-123.1636162,4029.031,-16.04,-22.77,12.23,5.972,7.660,0.37,14
$GNSS,2024-05-12T21:18:46.600Z,47.2348954,-123.1636754,4026.545,-16.47,-22.28,12.80,5.892,7.526,0.35,14
$GNSS,2024-05-12T21:18:46.800Z,47.2348664,-123.1637324,4023.856,-16.83,-21.47,13.33,5.776,7.388,0.36,14
$GNSS,2024-05-12T21:18:47.000Z,47.2348368,-123.1637883,4021.100,-17.02,-21.13,13.77,5.637,7.248,0.36,14
$GNSS,2024-05-12T21:18:47.200Z,47.2348072,-123.1638437,4018.396,-17.03,-20.92,14.11,5.505,7.092,0.34,14
$GNSS,2024-05-12T21:18:47.400Z,47.2347779,-123.1638988,4015.553,-16.97,-20.78,14.71,5.361,6.926,0.34,14
$GNSS,2024-05-12T21:18:47.600Z,47.2347482,-123.1639538,4012.568,-17.05,-20.80,15.56,5.217,6.754,0.35,14
$GNSS,2024-05-12T21:18:47.800Z,47.2347178,-123.1640082,4009.497,-17.05,-20.87,16.16,5.067,6.582,0.34,14
$GNSS,2024-05-12T21:18:48.000Z,47.2346879,-123.1640633,4006.165,-16.90,-20.99,17.02,4.927,6.419,0.36,14
$GNSS,2024-05-12T21:18:48.200Z,47.2346583,-123.1641187,4002.636,-16.84,-21.18,17.79,4.800,6.277,0.40,13
$GNSS,2024-05-12T21:18:48.400Z,47.2346284,-123.1641742,3998.909,-16.65,-21.39,18.96,4.677,6.137,0.41,13
$GNSS,2024-05-12T21:18:48.600Z,47.2345987,-123.1642307,3995.059,-16.31,-21.84,19.66,4.567,6.008,0.41,13
$GNSS,2024-05-12T21:18:48.800Z,47.2345698,-123.1642885,3991.004,-15.75,-22.24,20.49,4.466,5.891,0.43,13
$GNSS,2024-05-12T21:18:49.000Z,47.2345420,-123.1643477,3986.868,-14.91,-23.02,20.98,4.373,5.782,0.42,13
$GNSS,2024-05-12T21:18:49.200Z,47.2345155,-123.1644089,3982.647,-14.21,-23.53,21.43,4.292,5.680,0.45,14
$GNSS,2024-05-12T21:18:49.400Z,47.2344905,-123.1644716,3978.231,-13.49,-23.97,22.27,4.218,5.588,0.46,14
$GNSS,2024-05-12T21:18:49.600Z,47.2344670,-123.1645358,3973.712,-12.61,-24.76,22.75,4.150,5.501,0.46,14
$GNSS,2024-05-12T21:18:49.800Z,47.2344449,-123.1646014,3969.052,-11.98,-25.18,23.55,4.086,5.415,0.44,14
$GNSS,2024-05-12T21:18:50.000Z,47.2344243,-123.1646685,3964.216,-11.09,-25.66,24.31,4.025,5.332,0.42,14
$GNSS,2024-05-12T21:18:50.200Z,47.2344052,-123.1647369,3959.228,-10.28,-26.30,25.09,3.970,5.252,0.41,14
$GNSS,2024-05-12T21:18:50.400Z,47.2343876,-123.1648072,3954.124,-9.36,-26.88,25.45,3.916,5.165,0.40,14
$GNSS,2024-05-12T21:18:50.600Z,47.2343717,-123.1648789,3948.900,-8.65,-27.55,25.78,3.864,5.071,0.37,14
$GNSS,2024-05-12T21:18:50.800Z,47.2343571,-123.1649524,3943.660,-7.69,-28.25,26.09,3.817,4.984,0.36,14
$GNSS,2024-05-12T21:18:51.000Z,47.2343440,-123.1650276,3938.420,-6.93,-28.89,26.40,3.772,4.897,0.35,14
$GNSS,2024-05-12T21:18:51.200Z,47.2343319,-123.1651043,3933.122,-6.53,-29.42,26.78,3.728,4.815,0.34,14
$GNSS,2024-05-12T21:18:51.400Z,47.2343208,-123.1651824,3927.706,-6.01,-29.87,26.99,3.686,4.737,0.34,14
$GNSS,2024-05-12T21:18:51.600Z,47.2343103,-123.1652618,3922.293,-5.70,-30.49,27.26,3.649,4.666,0.35,14
$GNSS,2024-05-12T21:18:51.800Z,47.2343006,-123.1653428,3916.784,-5.41,-31.07,27.21,3.612,4.589,0.34,14
$GNSS,2024-05-12T21:18:52.000Z,47.2342911,-123.1654255,3911.319,-5.16,-31.68,27.23,3.577,4.515,0.34,14
$GNSS,2024-05-12T21:18:52.200Z,47.2342817,-123.1655094,3905.872,-5.24,-32.08,27.41,3.543,4.446,0.35,14
$GNSS,2024-05-12T21:18:52.400Z,47.2342723,-123.1655945,3900.406,-5.17,-32.61,27.54,3.513,4.383,0.36,14
$GNSS,2024-05-12T21:18:52.600Z,47.2342626,-123.1656811,3895.028,-5.21,-33.20,27.29,3.483,4.324,0.35,14
$GNSS,2024-05-12T21:18:52.800Z,47.2342528,-123.1657691,3889.671,-5.34,-33.56,27.25,3.455,4.267,0.35,14
$GNSS,2024-05-12T21:18:53.000Z,47.2342429,-123.1658580,3884.257,-5.50,-33.95,27.28,3.428,4.213,0.35,14
$GNSS,2024-05-12T21:18:53.200Z,47.2342329,-123.1659479,3878.865,-5.45,-34.37,27.20,3.401,4.161,0.34,14
$GNSS,2024-05-12T21:18:53.400Z,47.2342231,-123.1660387,3873.451,-5.48,-34.59,27.15,3.377,4.114,0.35,14
$GNSS,2024-05-12T21:18:53.600Z,47.2342130,-123.1661302,3868.101,-5.48,-34.87,27.10,3.353,4.069,0.35,14
$GNSS,2024-05-12T21:18:53.800Z,47.2342030,-123.1662224,3862.738,-5.54,-35.11,27.07,3.331,4.026,0.35,14
$GNSS,2024-05-12T21:18:54.000Z,47.2341926,-123.1663150,3857.371,-5.80,-35.22,27.15,3.309,3.984,0.34,14
$GNSS,2024-05-12T21:18:54.200Z,47.2341820,-123.1664078,3851.999,-5.72,-35.22,27.19,3.287,3.945,0.34,14
$GNSS,2024-05-12T21:18:54.400Z,47.2341707,-123.1665007,3846.674,-5.92,-35.37,27.44,3.262,3.901,0.34,15
$GNSS,2024-05-12T21:18:54.600Z,47.2341590,-123.1665943,3841.399,-5.88,-35.67,27.37,3.236,3.858,0.33,15
$GNSS,2024-05-12T21:18:54.800Z,47.2341474,-123.1666884,3836.099,-5.76,-35.81,27.57,3.210,3.817,0.34,15
$GNSS,2024-05-12T21:18:55.000Z,47.2341359,-123.1667828,3830.741,-5.88,-35.90,27.80,3.186,3.778,0.34,15
$GNSS,2024-05-12T21:18:55.200Z,47.2341241,-123.1668778,3825.327,-6.07,-36.16,27.90,3.162,3.739,0.34,15
$GNSS,2024-05-12T21:18:55.400Z,47.2341118,-123.1669733,3819.865,-6.60,-36.40,28.01,3.138,3.703,0.34,15
$GNSS,2024-05-12T21:18:55.600Z,47.2340985,-123.1670692,3814.359,-7.04,-36.45,28.17,3.116,3.668,0.36,15
$GNSS,2024-05-12T21:18:55.800Z,47.2340846,-123.1671656,3808.842,-7.36,-36.61,28.22,3.094,3.634,0.36,15
$GNSS,2024-05-12T21:18:56.000Z,47.2340704,-123.1672624,3803.297,-7.46,-36.89,28.34,3.073,3.601,0.35,15
$GNSS,2024-05-12T21:18:56.200Z,47.2340565,-123.1673602,3797.766,-7.08,-37.24,28.18,3.051,3.569,0.33,15
$GNSS,2024-05-12T21:18:56.400Z,47.2340432,-123.1674586,3792.279,-6.78,-37.52,28.03,3.029,3.536,0.31,15
$GNSS,2024-05-12T21:18:56.600Z,47.2340302,-123.1675577,3786.763,-6.88,-37.71,28.09,3.007,3.505,0.31,15
$GNSS,2024-05-12T21:18:56.800Z,47.2340173,-123.1676571,3781.290,-6.57,-37.71,27.85,2.985,3.474,0.32,15
$GNSS,2024-05-12T21:18:57.000Z,47.2340044,-123.1677564,3775.818,-6.86,-37.65,27.78,2.965,3.446,0.36,15
$GNSS,2024-05-12T21:18:57.200Z,47.2339908,-123.1678551,3770.383,-7.22,-37.18,27.74,2.944,3.416,0.34,15
$GNSS,2024-05-12T21:18:57.400Z,47.2339764,-123.1679526,3764.921,-7.74,-36.74,27.99,2.923,3.392,0.35,15
$GNSS,2024-05-12T21:18:57.600Z,47.2339612,-123.1680491,3759.444,-8.37,-36.39,27.61,2.900,3.369,0.34,15
$GNSS,2024-05-12T21:18:57.800Z,47.2339458,-123.1681448,3753.900,-8.74,-36.09,27.67,2.884,3.352,0.35,14
$GNSS,2024-05-12T21:18:58.000Z,47.2339296,-123.1682401,3748.374,-9.22,-36.14,27.61,2.871,3.335,0.35,14
$GNSS,2024-05-12T21:18:58.200Z,47.2339133,-123.1683359,3742.869,-9.01,-36.40,27.28,2.858,3.318,0.36,14
$GNSS,2024-05-12T21:18:58.400Z,47.2338973,-123.1684323,3737.409,-8.76,-36.64,27.34,2.845,3.301,0.37,14
$GNSS,2024-05-12T21:18:58.600Z,47.2338808,-123.1685295,3732.027,-8.63,-36.92,27.60,2.828,3.277,0.35,15
$GNSS,2024-05-12T21:18:58.800Z,47.2338648,-123.1686275,3726.635,-8.16,-37.24,27.58,2.810,3.253,0.34,15
$GNSS,2024-05-12T21:18:59.000Z,47.2338491,-123.1687263,3721.223,-8.33,-37.56,27.65,2.793,3.230,0.34,15
$GNSS,2024-05-12T21:18:59.200Z,47.2338334,-123.1688262,3715.828,-8.33,-37.97,27.42,2.777,3.208,0.34,15
$GNSS,2024-05-12T21:18:59.400Z,47.2338175,-123.1689269,3710.445,-8.52,-38.26,27.46,2.760,3.186,0.33,15
$GNSS,2024-05-12T21:18:59.600Z,47.2338017,-123.1690285,3705.057,-8.38,-38.64,27.20,2.744,3.164,0.33,15
$GNSS,2024-05-12T21:18:59.800Z,47.2337862,-123.1691310,3699.712,-8.12,-38.96,27.18,2.728,3.142,0.33,15
$GNSS,2024-05-12T21:19:00.000Z,47.2337711,-123.1692341,3694.409,-7.86,-39.00,26.98,2.714,3.127,0.38,15
$GNSS,2024-05-12T21:19:00.200Z,47.2337565,-123.1693369,3689.087,-7.82,-38.88,26.94,2.699,3.112,0.38,15
$GNSS,2024-05-12T21:19:00.400Z,47.2337414,-123.1694396,3683.756,-8.22,-38.97,26.98,2.685,3.098,0.39,15
$GNSS,2024-05-12T21:19:00.600Z,47.2337255,-123.1695424,3678.451,-8.91,-38.91,26.68,2.670,3.083,0.37,15
$GNSS,2024-05-12T21:19:00.800Z,47.2337084,-123.1696448,3673.191,-9.61,-38.70,26.42,2.656,3.070,0.37,15
$GNSS,2024-05-12T21:19:01.000Z,47.2336898,-123.1697466,3668.015,-10.40,-38.37,26.15,2.641,3.058,0.40,15
$GNSS,2024-05-12T21:19:01.200Z,47.2336703,-123.1698478,3662.827,-10.86,-38.26,26.23,2.627,3.046,0.39,15
$GNSS,2024-05-12T21:19:01.400Z,47.2336498,-123.1699485,3657.633,-11.32,-37.92,26.34,2.613,3.034,0.37,15
$GNSS,2024-05-12T21:19:01.600Z,47.2336292,-123.1700487,3652.433,-11.11,-37.94,26.23,2.599,3.023,0.38,15
$GNSS,2024-05-12T21:19:01.800Z,47.2336086,-123.1701489,3647.186,-11.21,-37.89,26.73,2.587,3.012,0.39,15
$GNSS,2024-05-12T21:19:02.000Z,47.2335884,-123.1702492,3641.928,-10.81,-38.09,26.50,2.575,3.002,0.39,15
$GNSS,2024-05-12T21:19:02.200Z,47.2335687,-123.1703497,3636.632,-10.58,-37.98,26.87,2.563,2.993,0.40,14
$GNSS,2024-05-12T21:19:02.400Z,47.2335497,-123.1704503,3631.263,-10.18,-38.18,27.14,2.551,2.983,0.39,14
$GNSS,2024-05-12T21:19:02.600Z,47.2335310,-123.1705510,3625.831,-10.11,-38.12,27.44,2.540,2.974,0.39,14
$GNSS,2024-05-12T21:19:02.800Z,47.2335125,-123.1706518,3620.335,-10.09,-38.22,27.74,2.529,2.966,0.41,14
$GNSS,2024-05-12T21:19:03.000Z,47.2334940,-123.1707530,3614.826,-10.11,-38.43,27.65,2.518,2.958,0.41,14
$GNSS,2024-05-12T21:19:03.200Z,47.2334751,-123.1708545,3609.433,-10.45,-38.41,27.07,2.508,2.950,0.40,14
$GNSS,2024-05-12T21:19:03.400Z,47.2334559,-123.1709561,3604.178,-10.48,-38.54,26.24,2.497,2.942,0.40,14
$GNSS,2024-05-12T21:19:03.600Z,47.2334362,-123.1710578,3599.025,-10.92,-38.43,26.04,2.488,2.935,0.40,14
$GNSS,2024-05-12T21:19:03.800Z,47.2334160,-123.1711593,3593.890,-11.20,-38.39,25.82,2.478,2.928,0.39,14
$GNSS,2024-05-12T21:19:04.000Z,47.2333955,-123.1712604,3588.685,-11.59,-38.22,26.04,2.471,2.924,0.39,13
$GNSS,2024-05-12T21:19:04.200Z,47.2333748,-123.1713612,3583.419,-11.47,-38.11,26.38,2.464,2.920,0.40,13
$GNSS,2024-05-12T21:19:04.400Z,47.2333543,-123.1714619,3578.117,-11.32,-38.18,26.51,2.458,2.916,0.39,13
$GNSS,2024-05-12T21:19:04.600Z,47.2333342,-123.1715628,3572.790,-11.15,-38.17,26.66,2.452,2.913,0.38,13
$GNSS,2024-05-12T21:19:04.800Z,47.2333141,-123.1716635,3567.433,-11.19,-38.02,26.93,2.446,2.910,0.39,13
$GNSS,2024-05-12T21:19:05.000Z,47.2332943,-123.1717640,3562.046,-10.91,-38.14,26.89,2.440,2.907,0.38,13
$GNSS,2024-05-12T21:19:05.200Z,47.2332748,-123.1718649,3556.649,-10.87,-38.22,27.00,2.434,2.904,0.38,13
$GNSS,2024-05-12T21:19:05.400Z,47.2332552,-123.1719661,3551.272,-10.95,-38.37,26.90,2.428,2.900,0.38,13
$GNSS,2024-05-12T21:19:05.600Z,47.2332353,-123.1720673,3545.891,-11.25,-38.31,26.81,2.422,2.897,0.39,13
$GNSS,2024-05-12T21:19:05.800Z,47.2332147,-123.1721686,3540.585,-11.52,-38.34,26.54,2.416,2.893,0.39,13
$GNSS,2024-05-12T21:19:06.000Z,47.2331938,-123.1722699,3535.306,-11.67,-38.33,26.46,2.410,2.890,0.39,13
$GNSS,2024-05-12T21:19:06.200Z,47.2331729,-123.1723709,3530.016,-11.78,-38.19,26.31,2.404,2.887,0.39,14
$GNSS,2024-05-12T21:19:06.400Z,47.2331518,-123.1724718,3524.742,-11.79,-38.16,26.31,2.397,2.883,0.39,14
$GNSS,2024-05-12T21:19:06.600Z,47.2331307,-123.1725724,3519.536,-11.73,-38.06,25.93,2.390,2.879,0.38,14
$GNSS,2024-05-12T21:19:06.800Z,47.2331094,-123.1726730,3514.291,-12.19,-38.14,26.14,2.384,2.875,0.38,14
$GNSS,2024-05-12T21:19:07.000Z,47.2330875,-123.1727737,3509.069,-12.25,-38.16,25.94,2.377,2.871,0.40,14
$GNSS,2024-05-12T21:19:07.200Z,47.2330655,-123.1728742,3503.901,-12.34,-38.05,25.68,2.370,2.866,0.39,14
